,attnum,band,campaign,created_date,data_state,db,end_time,exec_host,expnum,nite,operator,pipeline,project,total time,reqnum,start_time,status,status_orig,submit_site,target_site,unitname,assessment,program,t_eff
4280,2,Y,Y2A1,2016-04-20 06:34:19.648281,NEW,db-desoper,2016-04-20 12:45:10,iforge130,283820.0,20140209,mjohns44,finalcut,OPS,6.152,2355,2016-04-20 06:36:01,0.0,0.0,dessub,iforge-dev,D00283820,True,survey,0.927
5495,1,Y,Y2A1,2016-03-29 14:20:08.587688,NEW,db-desoper,2016-03-29 18:41:50,fnpc7210.fnal.gov,283820.0,20140209,mjohns44,finalcut,OPS,4.33,2355,2016-03-29 14:22:02,0.0,0.0,dessub,fermigrid-ce,D00283820,True,survey,0.927
682,2,z,Y2A1,2016-04-20 06:33:45.065792,NEW,db-desoper,2016-04-20 12:54:48,iforge130,283753.0,20140209,mjohns44,finalcut,OPS,6.324,2355,2016-04-20 06:35:21,0.0,0.0,dessub,iforge-dev,D00283753,True,survey,0.807
9025,1,z,Y2A1,2016-03-29 14:19:34.533080,NEW,db-desoper,2016-03-29 18:24:50,fnpc7207.fnal.gov,283753.0,20140209,mjohns44,finalcut,OPS,4.046,2355,2016-03-29 14:22:06,0.0,0.0,dessub,fermigrid-ce,D00283753,True,survey,0.807
5494,2,z,Y2A1,2016-04-20 06:33:10.627883,NEW,db-desoper,2016-04-20 12:56:24,iforge130,282939.0,20140207,mjohns44,finalcut,OPS,6.362,2355,2016-04-20 06:34:40,0.0,0.0,dessub,iforge-dev,D00282939,True,survey,0.759
3069,1,z,Y2A1,2016-03-29 14:19:00.738063,NEW,db-desoper,2016-03-29 17:38:19,fnpc7308.fnal.gov,282939.0,20140207,mjohns44,finalcut,OPS,3.29,2355,2016-03-29 14:20:54,0.0,0.0,dessub,fermigrid-ce,D00282939,True,survey,0.759
681,2,r,Y2A1,2016-04-20 06:32:01.119489,NEW,db-desoper,2016-04-21 08:55:08,iforge126,270760.0,20140101,mjohns44,finalcut,OPS,26.358,2355,2016-04-20 06:33:39,0.0,0.0,dessub,iforge-dev,D00270760,True,survey,0.40800000000000003
680,2,g,Y2A1,2016-04-20 06:31:26.615179,NEW,db-desoper,2016-04-21 12:38:34,iforge126,270759.0,20140101,mjohns44,finalcut,OPS,30.093,2355,2016-04-20 06:32:59,0.0,0.0,dessub,iforge-dev,D00270759,True,survey,0.29700000000000004
3068,1,g,Y2A1,2016-03-29 14:17:53.134993,NEW,db-desoper,2016-03-30 11:37:21,fnpc7212.fnal.gov,270759.0,20140101,mjohns44,finalcut,OPS,21.274,2355,2016-03-29 14:20:53,0.0,0.0,dessub,fermigrid-ce,D00270759,True,survey,0.29700000000000004
1873,2,r,Y2A1,2016-04-20 06:30:51.990663,NEW,db-desoper,2016-04-20 12:25:16,iforge108,270656.0,20140101,mjohns44,finalcut,OPS,5.883,2355,2016-04-20 06:32:19,0.0,0.0,dessub,iforge-dev,D00270656,True,survey,1.1780000000000002
9024,1,r,Y2A1,2016-03-29 14:17:18.767656,NEW,db-desoper,2016-03-29 18:03:10,fnpc7205.fnal.gov,270656.0,20140101,mjohns44,finalcut,OPS,3.705,2355,2016-03-29 14:20:53,0.0,0.0,dessub,fermigrid-ce,D00270656,True,survey,1.1780000000000002
1872,2,r,Y2A1,2016-04-20 06:30:17.441214,NEW,db-desoper,2016-04-20 11:26:57,iforge111,270337.0,20131231,mjohns44,finalcut,OPS,4.916,2355,2016-04-20 06:31:59,0.0,0.0,dessub,iforge-dev,D00270337,True,survey,1.205
6701,1,r,Y2A1,2016-03-29 14:16:44.903761,NEW,db-desoper,2016-03-29 18:26:02,fnpc7208.fnal.gov,270337.0,20131231,mjohns44,finalcut,OPS,4.086,2355,2016-03-29 14:20:54,0.0,0.0,dessub,fermigrid-ce,D00270337,True,survey,1.205
4278,2,r,Y2A1,2016-04-20 06:29:42.992960,NEW,db-desoper,2016-04-20 12:25:16,iforge108,270265.0,20131231,mjohns44,finalcut,OPS,5.899,2355,2016-04-20 06:31:19,0.0,0.0,dessub,iforge-dev,D00270265,True,survey,1.2670000000000001
5493,1,r,Y2A1,2016-03-29 14:16:11.148455,NEW,db-desoper,2016-03-29 18:16:44,fnpc7209.fnal.gov,270265.0,20131231,mjohns44,finalcut,OPS,3.931,2355,2016-03-29 14:20:54,0.0,0.0,dessub,fermigrid-ce,D00270265,True,survey,1.2670000000000001
9023,2,r,Y2A1,2016-04-20 06:29:08.164084,NEW,db-desoper,2016-04-20 12:49:55,iforge130,270245.0,20131231,mjohns44,finalcut,OPS,6.321,2355,2016-04-20 06:30:39,0.0,0.0,dessub,iforge-dev,D00270245,True,survey,1.185
5492,1,r,Y2A1,2016-03-29 14:15:37.254637,NEW,db-desoper,2016-03-29 18:49:27,fnpc7206.fnal.gov,270245.0,20131231,mjohns44,finalcut,OPS,4.476,2355,2016-03-29 14:20:53,0.0,0.0,dessub,fermigrid-ce,D00270245,True,survey,1.185
7885,2,i,Y2A1,2016-04-20 06:28:33.484442,NEW,db-desoper,2016-04-20 12:41:11,iforge130,270220.0,20131231,mjohns44,finalcut,OPS,6.187,2355,2016-04-20 06:29:59,0.0,0.0,dessub,iforge-dev,D00270220,True,survey,0.913
6700,1,i,Y2A1,2016-03-29 14:15:03.462050,NEW,db-desoper,2016-03-29 18:48:18,fnpc7210.fnal.gov,270220.0,20131231,mjohns44,finalcut,OPS,4.457,2355,2016-03-29 14:20:53,0.0,0.0,dessub,fermigrid-ce,D00270220,True,survey,0.913
9022,2,r,Y2A1,2016-04-20 06:26:51.893700,NEW,db-desoper,2016-04-20 13:33:00,iforge109,270073.0,20131230,mjohns44,finalcut,OPS,7.078,2355,2016-04-20 06:28:20,0.0,0.0,dessub,iforge-dev,D00270073,True,survey,0.5740000000000001
5491,1,r,Y2A1,2016-03-29 14:14:29.408215,NEW,db-desoper,2016-03-29 20:25:37,fnpc7211.fnal.gov,270073.0,20131230,mjohns44,finalcut,OPS,6.079,2355,2016-03-29 14:20:54,0.0,0.0,dessub,fermigrid-ce,D00270073,True,survey,0.5740000000000001
9021,1,i,Y2A1,2016-03-29 14:13:55.657357,NEW,db-desoper,2016-03-29 18:46:31,fnpc7206.fnal.gov,270038.0,20131230,mjohns44,finalcut,OPS,4.501,2355,2016-03-29 14:16:27,0.0,0.0,dessub,fermigrid-ce,D00270038,True,survey,0.765
9020,1,g,Y2A1,2016-03-29 14:13:21.818676,NEW,db-desoper,2016-03-29 18:35:52,fnpc7212.fnal.gov,270028.0,20131230,mjohns44,finalcut,OPS,4.337,2355,2016-03-29 14:15:39,0.0,0.0,dessub,fermigrid-ce,D00270028,True,survey,0.5760000000000001
3067,2,r,Y2A1,2016-04-20 06:25:08.152320,NEW,db-desoper,2016-04-20 12:44:08,iforge130,269664.0,20131229,mjohns44,finalcut,OPS,6.291,2355,2016-04-20 06:26:39,0.0,0.0,dessub,iforge-dev,D00269664,True,survey,1.33
6699,1,r,Y2A1,2016-03-29 14:12:48.078358,NEW,db-desoper,2016-03-29 18:02:19,fnpc7205.fnal.gov,269664.0,20131229,mjohns44,finalcut,OPS,3.778,2355,2016-03-29 14:15:39,0.0,0.0,dessub,fermigrid-ce,D00269664,True,survey,1.33
9019,2,i,Y2A1,2016-04-20 06:23:58.586056,NEW,db-desoper,2016-04-20 12:23:29,iforge108,269597.0,20131229,mjohns44,finalcut,OPS,5.964,2355,2016-04-20 06:25:39,0.0,0.0,dessub,iforge-dev,D00269597,True,survey,1.0
1870,1,i,Y2A1,2016-03-29 14:12:14.116245,NEW,db-desoper,2016-03-29 18:15:24,fnpc7208.fnal.gov,269597.0,20131229,mjohns44,finalcut,OPS,3.996,2355,2016-03-29 14:15:39,0.0,0.0,dessub,fermigrid-ce,D00269597,True,survey,1.0
3066,2,r,Y2A1,2016-04-20 06:23:24.179422,NEW,db-desoper,2016-04-20 12:15:29,iforge109,269539.0,20131229,mjohns44,finalcut,OPS,5.842,2355,2016-04-20 06:24:59,0.0,0.0,dessub,iforge-dev,D00269539,True,supernova,0.89
6698,1,r,Y2A1,2016-03-29 14:11:40.376826,NEW,db-desoper,2016-03-29 18:25:47,fnpc7209.fnal.gov,269539.0,20131229,mjohns44,finalcut,OPS,4.169,2355,2016-03-29 14:15:39,0.0,0.0,dessub,fermigrid-ce,D00269539,True,supernova,0.89
9018,2,i,Y2A1,2016-04-20 06:22:49.565762,NEW,db-desoper,2016-04-20 12:46:05,iforge108,269350.0,20131228,mjohns44,finalcut,OPS,6.362,2355,2016-04-20 06:24:20,0.0,0.0,dessub,iforge-dev,D00269350,True,survey,1.1680000000000001
6697,1,i,Y2A1,2016-03-29 14:11:06.288833,NEW,db-desoper,2016-03-29 19:12:01,fnpc7210.fnal.gov,269350.0,20131228,mjohns44,finalcut,OPS,4.939,2355,2016-03-29 14:15:39,0.0,0.0,dessub,fermigrid-ce,D00269350,True,survey,1.1680000000000001
3065,2,g,Y2A1,2016-04-20 06:20:02.870806,NEW,db-desoper,2016-04-20 11:49:51,iforge126,269318.0,20131228,mjohns44,finalcut,OPS,5.473,2355,2016-04-20 06:21:30,0.0,0.0,dessub,iforge-dev,D00269318,True,survey,1.046
7883,1,g,Y2A1,2016-03-29 14:10:32.352462,NEW,db-desoper,2016-03-29 18:43:48,fnpc7206.fnal.gov,269318.0,20131228,mjohns44,finalcut,OPS,4.469,2355,2016-03-29 14:15:39,0.0,0.0,dessub,fermigrid-ce,D00269318,True,survey,1.046
5490,2,g,Y2A1,2016-04-20 06:19:27.875310,NEW,db-desoper,2016-04-20 11:44:25,iforge126,269200.0,20131228,mjohns44,finalcut,OPS,5.388,2355,2016-04-20 06:21:09,0.0,0.0,dessub,iforge-dev,D00269200,True,survey,0.8220000000000001
679,1,g,Y2A1,2016-03-29 14:09:58.696563,NEW,db-desoper,2016-03-29 18:22:50,fnpc7211.fnal.gov,269200.0,20131228,mjohns44,finalcut,OPS,4.119,2355,2016-03-29 14:15:40,0.0,0.0,dessub,fermigrid-ce,D00269200,True,survey,0.8220000000000001
4277,2,i,Y2A1,2016-04-20 06:18:53.319706,NEW,db-desoper,2016-04-20 11:48:01,iforge126,269196.0,20131228,mjohns44,finalcut,OPS,5.459,2355,2016-04-20 06:20:29,0.0,0.0,dessub,iforge-dev,D00269196,True,survey,0.618
4276,1,i,Y2A1,2016-03-29 14:09:25.051889,NEW,db-desoper,2016-03-30 14:16:48,fnpc7204.fnal.gov,269196.0,20131228,mjohns44,finalcut,OPS,24.019,2355,2016-03-29 14:15:38,0.0,0.0,dessub,fermigrid-ce,D00269196,True,survey,0.618
7882,2,g,Y2A1,2016-04-20 06:18:18.780620,NEW,db-desoper,2016-04-20 11:40:12,iforge106,269184.0,20131228,mjohns44,finalcut,OPS,5.34,2355,2016-04-20 06:19:49,0.0,0.0,dessub,iforge-dev,D00269184,True,survey,0.859
7881,1,g,Y2A1,2016-03-29 14:08:51.412655,NEW,db-desoper,2016-03-29 18:25:45,fnpc7201.fnal.gov,269184.0,20131228,mjohns44,finalcut,OPS,4.204,2355,2016-03-29 14:13:29,0.0,0.0,dessub,fermigrid-ce,D00269184,True,survey,0.859
1869,2,g,Y2A1,2016-04-20 06:17:08.541055,NEW,db-desoper,2016-04-20 11:59:52,iforge127,269175.0,20131228,mjohns44,finalcut,OPS,5.684,2355,2016-04-20 06:18:49,0.0,0.0,dessub,iforge-dev,D00269175,True,survey,0.5880000000000001
678,1,g,Y2A1,2016-03-29 14:08:17.728009,NEW,db-desoper,2016-03-29 18:24:48,fnpc7201.fnal.gov,269175.0,20131228,mjohns44,finalcut,OPS,4.24,2355,2016-03-29 14:10:23,0.0,0.0,dessub,fermigrid-ce,D00269175,True,survey,0.5880000000000001
5489,2,Y,Y2A1,2016-04-20 06:16:33.670038,NEW,db-desoper,2016-04-20 11:50:58,iforge132,268433.0,20131226,mjohns44,finalcut,OPS,5.547,2355,2016-04-20 06:18:09,0.0,0.0,dessub,iforge-dev,D00268433,False,survey,0.34500000000000003
1868,1,Y,Y2A1,2016-03-29 14:07:44.108856,NEW,db-desoper,2016-03-29 18:03:17,fnpc7205.fnal.gov,268433.0,20131226,mjohns44,finalcut,OPS,3.888,2355,2016-03-29 14:10:01,0.0,0.0,dessub,fermigrid-ce,D00268433,False,survey,0.34500000000000003
3064,2,z,Y2A1,2016-04-20 06:15:58.802748,NEW,db-desoper,2016-04-20 11:47:53,iforge126,268397.0,20131226,mjohns44,finalcut,OPS,5.507,2355,2016-04-20 06:17:28,0.0,0.0,dessub,iforge-dev,D00268397,True,survey,0.9820000000000001
3063,1,z,Y2A1,2016-03-29 14:07:10.547208,NEW,db-desoper,2016-03-29 18:16:08,fnpc7208.fnal.gov,268397.0,20131226,mjohns44,finalcut,OPS,4.102,2355,2016-03-29 14:10:01,0.0,0.0,dessub,fermigrid-ce,D00268397,True,survey,0.9820000000000001
677,2,i,Y2A1,2016-04-20 06:15:24.425133,NEW,db-desoper,2016-04-20 11:59:00,iforge108,268281.0,20131226,mjohns44,finalcut,OPS,5.698,2355,2016-04-20 06:17:08,0.0,0.0,dessub,iforge-dev,D00268281,False,Unknown,0.081
6696,1,i,Y2A1,2016-03-29 14:06:36.856597,NEW,db-desoper,2016-03-29 17:51:51,fnpc7209.fnal.gov,268281.0,20131226,mjohns44,finalcut,OPS,3.697,2355,2016-03-29 14:10:03,0.0,0.0,dessub,fermigrid-ce,D00268281,False,Unknown,0.081
1867,2,i,Y2A1,2016-04-20 06:14:49.610251,NEW,db-desoper,2016-04-20 12:29:05,iforge108,268054.0,20131223,mjohns44,finalcut,OPS,6.21,2355,2016-04-20 06:16:28,0.0,0.0,dessub,iforge-dev,D00268054,True,survey,0.8580000000000001
6695,1,i,Y2A1,2016-03-29 14:06:03.089747,NEW,db-desoper,2016-03-29 18:54:34,fnpc7210.fnal.gov,268054.0,20131223,mjohns44,finalcut,OPS,4.742,2355,2016-03-29 14:10:01,0.0,0.0,dessub,fermigrid-ce,D00268054,True,survey,0.8580000000000001
7880,2,i,Y2A1,2016-04-20 06:14:15.096118,NEW,db-desoper,2016-04-20 12:20:20,iforge106,268052.0,20131223,mjohns44,finalcut,OPS,6.075,2355,2016-04-20 06:15:49,0.0,0.0,dessub,iforge-dev,D00268052,True,survey,0.748
676,1,i,Y2A1,2016-03-29 14:05:29.377730,NEW,db-desoper,2016-03-29 19:05:29,fnpc7206.fnal.gov,268052.0,20131223,mjohns44,finalcut,OPS,4.924,2355,2016-03-29 14:10:03,0.0,0.0,dessub,fermigrid-ce,D00268052,True,survey,0.748
5488,2,i,Y2A1,2016-04-20 06:13:40.491025,NEW,db-desoper,2016-04-20 11:43:35,iforge106,268043.0,20131223,mjohns44,finalcut,OPS,5.474,2355,2016-04-20 06:15:09,0.0,0.0,dessub,iforge-dev,D00268043,True,survey,0.8580000000000001
6694,1,i,Y2A1,2016-03-29 14:04:55.645457,NEW,db-desoper,2016-03-29 19:50:38,fnpc7211.fnal.gov,268043.0,20131223,mjohns44,finalcut,OPS,5.677,2355,2016-03-29 14:10:01,0.0,0.0,dessub,fermigrid-ce,D00268043,True,survey,0.8580000000000001
5487,2,g,Y2A1,2016-04-20 06:13:05.917060,NEW,db-desoper,2016-04-20 12:08:25,iforge127,267934.0,20131223,mjohns44,finalcut,OPS,5.894,2355,2016-04-20 06:14:48,0.0,0.0,dessub,iforge-dev,D00267934,True,survey,0.749
675,1,g,Y2A1,2016-03-29 14:04:21.512236,NEW,db-desoper,2016-03-30 13:37:38,fnpc7204.fnal.gov,267934.0,20131223,mjohns44,finalcut,OPS,23.46,2355,2016-03-29 14:10:01,0.0,0.0,dessub,fermigrid-ce,D00267934,True,survey,0.749
7879,2,i,Y2A1,2016-04-20 06:10:19.250232,NEW,db-desoper,2016-04-20 11:47:11,iforge126,267929.0,20131223,mjohns44,finalcut,OPS,5.592,2355,2016-04-20 06:11:40,0.0,0.0,dessub,iforge-dev,D00267929,True,survey,1.1720000000000002
6693,1,i,Y2A1,2016-03-29 14:03:47.467282,NEW,db-desoper,2016-03-29 19:51:44,fnpc7201.fnal.gov,267929.0,20131223,mjohns44,finalcut,OPS,5.695,2355,2016-03-29 14:10:01,0.0,0.0,dessub,fermigrid-ce,D00267929,True,survey,1.1720000000000002
9017,2,g,Y2A1,2016-04-20 06:09:44.759980,NEW,db-desoper,2016-04-20 11:41:56,iforge126,267906.0,20131223,mjohns44,finalcut,OPS,5.51,2355,2016-04-20 06:11:21,0.0,0.0,dessub,iforge-dev,D00267906,True,survey,0.646
9016,1,g,Y2A1,2016-03-29 14:03:13.548189,NEW,db-desoper,2016-03-29 18:05:42,fnpc7208.fnal.gov,267906.0,20131223,mjohns44,finalcut,OPS,3.971,2355,2016-03-29 14:07:25,0.0,0.0,dessub,fermigrid-ce,D00267906,True,survey,0.646
6692,2,r,Y2A1,2016-04-20 06:09:10.212942,NEW,db-desoper,2016-04-20 12:06:17,iforge108,267890.0,20131223,mjohns44,finalcut,OPS,5.927,2355,2016-04-20 06:10:40,0.0,0.0,dessub,iforge-dev,D00267890,False,Unknown,0.138
1866,1,r,Y2A1,2016-03-29 14:02:39.717203,NEW,db-desoper,2016-03-29 19:08:11,fnpc7210.fnal.gov,267890.0,20131223,mjohns44,finalcut,OPS,5.057,2355,2016-03-29 14:04:45,0.0,0.0,dessub,fermigrid-ce,D00267890,False,Unknown,0.138
674,2,z,Y2A1,2016-04-20 06:08:35.758374,NEW,db-desoper,2016-04-20 12:38:54,iforge130,267740.0,20131222,mjohns44,finalcut,OPS,6.471,2355,2016-04-20 06:10:40,0.0,0.0,dessub,iforge-dev,D00267740,True,survey,0.659
1865,1,z,Y2A1,2016-03-29 14:02:05.592066,NEW,db-desoper,2016-03-29 18:29:38,fnpc7206.fnal.gov,267740.0,20131222,mjohns44,finalcut,OPS,4.414,2355,2016-03-29 14:04:46,0.0,0.0,dessub,fermigrid-ce,D00267740,True,survey,0.659
7878,2,z,Y2A1,2016-04-20 06:07:26.500877,NEW,db-desoper,2016-04-20 13:05:40,iforge131,267698.0,20131222,mjohns44,finalcut,OPS,6.944,2355,2016-04-20 06:09:00,0.0,0.0,dessub,iforge-dev,D00267698,True,survey,0.8200000000000001
673,1,z,Y2A1,2016-03-29 14:01:31.580071,NEW,db-desoper,2016-03-29 18:57:56,fnpc7211.fnal.gov,267698.0,20131222,mjohns44,finalcut,OPS,4.886,2355,2016-03-29 14:04:45,0.0,0.0,dessub,fermigrid-ce,D00267698,True,survey,0.8200000000000001
9015,2,i,Y2A1,2016-04-20 06:06:52.070432,NEW,db-desoper,2016-04-20 12:19:06,iforge130,267640.0,20131222,mjohns44,finalcut,OPS,6.179,2355,2016-04-20 06:08:20,0.0,0.0,dessub,iforge-dev,D00267640,True,supernova,0.403
1864,1,i,Y2A1,2016-03-29 14:00:57.624724,NEW,db-desoper,2016-03-30 12:44:02,fnpc7204.fnal.gov,267640.0,20131222,mjohns44,finalcut,OPS,22.652,2355,2016-03-29 14:04:54,0.0,0.0,dessub,fermigrid-ce,D00267640,True,supernova,0.403
1863,2,Y,Y2A1,2016-04-20 06:06:17.622052,NEW,db-desoper,2016-04-20 11:52:41,iforge127,267287.0,20131221,mjohns44,finalcut,OPS,5.745,2355,2016-04-20 06:08:00,0.0,0.0,dessub,iforge-dev,D00267287,True,survey,0.595
7877,1,Y,Y2A1,2016-03-29 14:00:23.866028,NEW,db-desoper,2016-03-29 18:15:01,fnpc7201.fnal.gov,267287.0,20131221,mjohns44,finalcut,OPS,4.171,2355,2016-03-29 14:04:45,0.0,0.0,dessub,fermigrid-ce,D00267287,True,survey,0.595
7876,2,g,Y2A1,2016-04-20 06:04:36.010802,NEW,db-desoper,2016-04-21 09:18:29,iforge130,265096.0,20131215,mjohns44,finalcut,OPS,27.203,2355,2016-04-20 06:06:20,0.0,0.0,dessub,iforge-dev,D00265096,False,supernova,0.007
6691,1,g,Y2A1,2016-03-29 13:59:49.973547,NEW,db-desoper,2016-03-30 13:42:51,fnpc7202.fnal.gov,265096.0,20131215,mjohns44,finalcut,OPS,23.635,2355,2016-03-29 14:04:45,0.0,0.0,dessub,fermigrid-ce,D00265096,False,supernova,0.007
3062,2,r,Y2A1,2016-04-20 06:03:26.726083,NEW,db-desoper,2016-04-21 07:25:47,iforge127,265091.0,20131215,mjohns44,finalcut,OPS,25.347,2355,2016-04-20 06:04:58,0.0,0.0,dessub,iforge-dev,D00265091,False,supernova,0.001
4275,2,i,Y2A1,2016-04-20 06:02:17.443961,NEW,db-desoper,2016-04-21 07:47:03,iforge127,265056.0,20131215,mjohns44,finalcut,OPS,25.719,2355,2016-04-20 06:03:56,0.0,0.0,dessub,iforge-dev,D00265056,False,Unknown,0.004
671,2,r,Y2A1,2016-04-20 06:01:42.648785,NEW,db-desoper,2016-04-21 06:09:52,iforge132,263492.0,20131212,mjohns44,finalcut,OPS,24.11,2355,2016-04-20 06:03:16,0.0,0.0,dessub,iforge-dev,D00263492,False,Unknown,0.055
4274,1,r,Y2A1,2016-03-29 13:58:09.343700,NEW,db-desoper,2016-03-30 14:38:26,fnpc7201.fnal.gov,263492.0,20131212,mjohns44,finalcut,OPS,24.611,2355,2016-03-29 14:01:45,0.0,0.0,dessub,fermigrid-ce,D00263492,False,Unknown,0.055
670,2,g,Y2A1,2016-04-20 06:00:00.860315,NEW,db-desoper,2016-04-20 12:16:42,iforge127,263145.0,20131211,mjohns44,finalcut,OPS,6.252,2355,2016-04-20 06:01:35,0.0,0.0,dessub,iforge-dev,D00263145,True,survey,1.073
4273,1,g,Y2A1,2016-03-29 13:57:35.837128,NEW,db-desoper,2016-03-29 18:23:23,fnpc7211.fnal.gov,263145.0,20131211,mjohns44,finalcut,OPS,4.398,2355,2016-03-29 13:59:29,0.0,0.0,dessub,fermigrid-ce,D00263145,True,survey,1.073
1862,2,z,Y2A1,2016-04-20 05:59:26.464951,NEW,db-desoper,2016-04-20 12:18:10,iforge127,263042.0,20131211,mjohns44,finalcut,OPS,6.282,2355,2016-04-20 06:01:15,0.0,0.0,dessub,iforge-dev,D00263042,True,survey,0.8190000000000001
4272,1,z,Y2A1,2016-03-29 13:57:02.188700,NEW,db-desoper,2016-03-30 12:30:57,fnpc7204.fnal.gov,263042.0,20131211,mjohns44,finalcut,OPS,22.522,2355,2016-03-29 13:59:38,0.0,0.0,dessub,fermigrid-ce,D00263042,True,survey,0.8190000000000001
5486,2,z,Y2A1,2016-04-20 05:56:07.647863,NEW,db-desoper,2016-04-20 11:28:06,iforge106,263010.0,20131211,mjohns44,finalcut,OPS,5.508,2355,2016-04-20 05:57:37,0.0,0.0,dessub,iforge-dev,D00263010,True,survey,0.9490000000000001
5485,1,z,Y2A1,2016-03-29 13:56:28.664617,NEW,db-desoper,2016-03-29 18:24:01,fnpc7201.fnal.gov,263010.0,20131211,mjohns44,finalcut,OPS,4.409,2355,2016-03-29 13:59:29,0.0,0.0,dessub,fermigrid-ce,D00263010,True,survey,0.9490000000000001
7874,2,Y,Y2A1,2016-04-20 05:54:58.241066,NEW,db-desoper,2016-04-20 11:23:18,iforge106,263008.0,20131211,mjohns44,finalcut,OPS,5.441,2355,2016-04-20 05:56:50,0.0,0.0,dessub,iforge-dev,D00263008,True,survey,0.994
3061,1,Y,Y2A1,2016-03-29 13:55:55.121674,NEW,db-desoper,2016-03-29 17:59:05,fnpc7202.fnal.gov,263008.0,20131211,mjohns44,finalcut,OPS,3.993,2355,2016-03-29 13:59:29,0.0,0.0,dessub,fermigrid-ce,D00263008,True,survey,0.994
6690,2,r,Y2A1,2016-04-20 05:53:48.577507,NEW,db-desoper,2016-04-20 13:45:42,iforge112,262674.0,20131210,mjohns44,finalcut,OPS,7.839,2355,2016-04-20 05:55:23,0.0,0.0,dessub,iforge-dev,D00262674,True,survey,0.775
7873,1,r,Y2A1,2016-03-29 13:55:21.610162,NEW,db-desoper,2016-03-29 18:09:42,fnpc7205.fnal.gov,262674.0,20131210,mjohns44,finalcut,OPS,4.208,2355,2016-03-29 13:57:14,0.0,0.0,dessub,fermigrid-ce,D00262674,True,survey,0.775
9014,2,r,Y2A1,2016-04-20 05:53:14.098024,NEW,db-desoper,2016-04-20 11:49:22,iforge106,262670.0,20131210,mjohns44,finalcut,OPS,5.911,2355,2016-04-20 05:54:44,0.0,0.0,dessub,iforge-dev,D00262670,True,survey,0.9880000000000001
4271,1,r,Y2A1,2016-03-29 13:54:47.922875,NEW,db-desoper,2016-03-29 18:24:33,fnpc7208.fnal.gov,262670.0,20131210,mjohns44,finalcut,OPS,4.456,2355,2016-03-29 13:57:13,0.0,0.0,dessub,fermigrid-ce,D00262670,True,survey,0.9880000000000001
5484,2,i,Y2A1,2016-04-20 05:49:55.210297,NEW,db-desoper,2016-04-20 11:36:38,iforge106,262662.0,20131210,mjohns44,finalcut,OPS,5.755,2355,2016-04-20 05:51:21,0.0,0.0,dessub,iforge-dev,D00262662,True,survey,1.233
669,1,i,Y2A1,2016-03-29 13:54:14.440048,NEW,db-desoper,2016-03-29 18:17:00,fnpc7209.fnal.gov,262662.0,20131210,mjohns44,finalcut,OPS,4.33,2355,2016-03-29 13:57:13,0.0,0.0,dessub,fermigrid-ce,D00262662,True,survey,1.233
668,2,z,Y2A1,2016-04-20 05:48:46.009163,NEW,db-desoper,2016-04-20 11:29:37,iforge106,262614.0,20131210,mjohns44,finalcut,OPS,5.651,2355,2016-04-20 05:50:32,0.0,0.0,dessub,iforge-dev,D00262614,True,survey,1.006
5483,1,z,Y2A1,2016-03-29 13:53:41.023185,NEW,db-desoper,2016-03-29 18:34:16,fnpc7210.fnal.gov,262614.0,20131210,mjohns44,finalcut,OPS,4.617,2355,2016-03-29 13:57:14,0.0,0.0,dessub,fermigrid-ce,D00262614,True,survey,1.006
4270,2,z,Y2A1,2016-04-20 05:46:32.046258,NEW,db-desoper,2016-04-20 11:33:57,iforge132,262606.0,20131210,mjohns44,finalcut,OPS,5.766,2355,2016-04-20 05:48:00,0.0,0.0,dessub,iforge-dev,D00262606,True,survey,0.795
1861,1,z,Y2A1,2016-03-29 13:53:07.392756,NEW,db-desoper,2016-03-29 18:17:56,fnpc7206.fnal.gov,262606.0,20131210,mjohns44,finalcut,OPS,4.345,2355,2016-03-29 13:57:15,0.0,0.0,dessub,fermigrid-ce,D00262606,True,survey,0.795
4269,2,g,Y2A1,2016-04-20 05:44:50.059077,NEW,db-desoper,2016-04-21 12:29:42,iforge132,261252.0,20131206,mjohns44,finalcut,OPS,30.724,2355,2016-04-20 05:46:16,0.0,0.0,dessub,iforge-dev,D00261252,True,survey,0.333
3060,1,g,Y2A1,2016-03-29 13:52:33.684401,NEW,db-desoper,2016-03-30 13:52:58,fnpc7211.fnal.gov,261252.0,20131206,mjohns44,finalcut,OPS,23.929,2355,2016-03-29 13:57:13,0.0,0.0,dessub,fermigrid-ce,D00261252,True,survey,0.333
4268,1,z,Y2A1,2016-04-20 05:39:49.596704,NEW,db-desoper,2016-04-20 11:35:24,iforge106,257290.0,20131121,mjohns44,finalcut,OPS,5.897,2355,2016-04-20 05:41:35,0.0,0.0,dessub,iforge-dev,D00257290,True,survey,0.9830000000000001
667,1,z,Y2A1,2016-04-20 05:38:40.409038,NEW,db-desoper,2016-04-20 12:14:57,iforge127,257282.0,20131121,mjohns44,finalcut,OPS,6.579,2355,2016-04-20 05:40:12,0.0,0.0,dessub,iforge-dev,D00257282,True,survey,0.98
6688,1,z,Y2A1,2016-04-20 05:36:58.630206,NEW,db-desoper,2016-04-20 12:14:33,iforge127,257276.0,20131121,mjohns44,finalcut,OPS,6.596,2355,2016-04-20 05:38:48,0.0,0.0,dessub,iforge-dev,D00257276,True,survey,0.8210000000000001
